93 93 BRIDGEPORT INFANT SCHOOL,0,0,28,50,0,1,79,33.5%,236
94 94 BRIDGEPORT INFANT SCHOOL,0,0,30,20,0,0,50,27.6%,181
95 95 BRIDGEPORT INFANT SCHOOL,1,0,27,25,0,0,53,22.7%,233
111 111 BRIDGEPORT HIGH SCHOOL,0,0,19,20,0,0,39,29.1%,134
115 115 BRIDGEPORT PRIMARY SCHOOL,1,0,25,39,2,0,67,24.4%,275
ELECTORAL DIVISION TOTALS22  PSs,5,4,480,673,7,1 3,"1,182",28.9%,"4,085"
MUNICIPALITY OF PORTMORE,,,,,,,,,,,
POLLING STATION LOCATION,,,,,,,,,,,
ELECTORAL DIVISION: GREGORY PARK (40),,,,,,,,,,,
54 54 GREGORY PARK PRIMARY SCHOOL,,0,0,26,25,,0,0,51,142%,36
55 55 GREGORY PARK PRIMARY SCHOOL,,0,0,82,11,,0,3,96,52.2%,184
56 56 GREGORY PARK PRIMARY SCHOOL,,0,1,71,42,,0,4,118,40.0%,295
57 57A GREGORY PARK PRIMARY SCHOOL,,0,5,45,23,,0,1,74,42.0%,176
57 57B GREGORY PARK PRIMARY SCHOOL,,0,1,31,18,,0,0,50,28.9%,173
58 58A GREGORY PARK PRIMARY SCHOOL,,1,0,67,17,,0,0,85,40.5%,210
58 58B GREGORY PARK PRIMARY SCHOOL,,0,0,73,27,,0,1,101,49.0%,206
59 59A GREGORY PARK PRIMARY SCHOOL,,1,0,36,30,,0,2,69,39.9%,173
59 59B GREGORY PARK PRIMARY SCHOOL,,0,0,24,33,,0,6,63,36.2%,174
60 60 GREGORY PARK PRIMARY SCHOOL,,1,0,63,48,,0,2,114,38.0%,300
61 61 GREGORY PARK PRIMARY SCHOOL,,2,0,43,35,,0,1,81,30.9%,262
62 62A GREGORY PARK PRIMARY SCHOOL,,1,0,25,21,,0,0,47,26.9%,175
62 62B GREGORY PARK PRIMARY SCHOOL,,0,1,7,20,,0,0,28,16.5%,170
63 63A GREGORY PARK PRIMARY SCHOOL,,0,2,20,21,,0,0,43,23.0%,187
63 63B GREGORY PARK PRIMARY SCHOOL,,1,0,26,19,,0,0,46,24.9%,185
64 64 GREGORY PARK PRIMARY SCHOOL,,0,0,48,40,,0,1,89,28.7%,310
65 65 GREGORY PARK PRIMARY SCHOOL,,0,0,17,11,,0,0,28,21.1%,133
66 66 WATERFORD PRIMARY SCHOOL,,0,0,18,31,,0,0,49,16.9%,290
80 80 GREGORY PARK PRIMARY SCHOOL,,1,0,61,33,,0,4,99,31.2%,317
81 81A GREGORY PARK PRIMARY SCHOOL,,0,0,27,35,,0,0,62,35.2%,176
81 81B GREGORY PARK PRIMARY SCHOOL,,0,0,33,36,,0,2,71,40.6%,175
82 82A GREGORY PARK PRIMARY SCHOOL,,0,0,31,36,,0,2,69,32.2%,214
82 82B GREGORY PARK PRIMARY SCHOOL,,0,0,54,30,,0,3,87,41.0%,212
83 83 GREGORY PARK PRIMARY SCHOOL,,0,0,53,23,,0,0,76,37.8%,201
84 84 GREGORY PARK PRIMARY SCHOOL,,0,0,68,8,,0,4,80,31.0%,258
85 85A GREGORY PARK PRIMARY SCHOOL,,0,0,42,13,,0,2,57,20.8%,274
85 85B GREGORY PARK PRIMARY SCHOOL,,0,0,51,15,,1,0,67,25.1%,267
86 86A GREGORY PARK PRIMARY SCHOOL,,0,3,58,53,,0,4,118,38.4%,307
86 86B GREGORY PARK PRIMARY SCHOOL,,0,1,73,40,,0,0,114,36.7%,311
87 87 GREGORY PARK PRIMARY SCHOOL,,0,0,33,32,,0,0,65,23.4%,278
88 88 GREGORY PARK PRIMARY SCHOOL,,1,0,20,28,,0,0,49,22.4%,219
ELECTORAL DIVISION TOTALS31  PSs,,9,1 4,"1,326",854,,1,4 2,"2,246",32.8%,"6,848"
MUNICIPAL TOTALS,6,6,127,"6,906","7,546",7,1,229,"14,945",27.7%,"53,969"
